uid,text,gold_label,gold_str,pred_dynamic,pred_dynamic_str,correct_dynamic,pred_static,correct_static,pred_bert,correct_bert,pred_vader,correct_vader,noise_score,noise_group,alpha,token_length,emoji_density,repetition_score,code_mixing_ratio,symbol_density,p_vader,p_distilbert,p_final,confidence
35423,Who is she ? Thats pathetic Sharam nahi ati itna chota bacha kharab kar rahi hay https // t . co / K8yo15I7mk,1,negative,1,negative,1,1,1,1,1,2,0,0.2417,MODERATE,0.25,24,0.0,0.0,0.6667,0.2083,"[0.0, 0.171, 0.829]","[0.0387, 0.8644, 0.0969]","[0.029, 0.6911, 0.2799]",0.6911
36430,@ Khalid _ Saghir @ HK _ Scientist @ SHABAZGIL Pinki toe pinki hoti hai .... chahay manika ki ho ya ..... kanjar khan ki,2,neutral,2,neutral,1,1,0,1,0,2,1,0.2531,MODERATE,0.25,25,0.0,0.36,0.3571,0.28,"[0.0, 0.0, 1.0]","[0.1082, 0.5347, 0.3571]","[0.0812, 0.401, 0.5178]",0.5178
11775,Sanghmita exp train no . 12296 me behad bhid hai jisme log bhais bakriyo ki tarah bhare huy hai Pair rakhne ki bhi ja â€¦ https // t . co / 82unZybiL6,2,neutral,2,neutral,1,2,1,2,1,2,1,0.1183,LOW,0.02,35,0.0,0.0,0.2609,0.2,"[0.0, 0.075, 0.925]","[0.1916, 0.2381, 0.5703]","[0.1877, 0.2349, 0.5774]",0.5774
21453,Also I made this super amazing akhrot ka halwa again . Guysssss you really need to order it and bless your taste buds with it ðŸ˜Œ.,0,positive,0,positive,1,0,1,0,1,2,0,0.132,LOW,0.02,29,0.0,0.1724,0.2273,0.1034,"[0.348, 0.0, 0.652]","[0.8773, 0.0101, 0.1126]","[0.8667, 0.0099, 0.1234]",0.8667
22711,@ Ajaypat66890469 @ RSSorg Sahi hai Tum lalu ke supporter ho Tumse aur umid bhi kya kar sakte hai Jail me m â€¦ https // t co / vguqWLweUC,2,neutral,1,negative,0,1,0,1,0,2,1,0.1412,LOW,0.02,34,0.0,0.0,0.3333,0.2059,"[0.084, 0.0, 0.916]","[0.0381, 0.8449, 0.117]","[0.0391, 0.828, 0.1329]",0.828
43685,You are loved .ðŸ’• You are needed . # fridayvibes # vibesformytribe # namaste # vibehigher # positivevibes # hope # love â€¦ https // t . co / TQ7gmEvXWo,0,positive,0,positive,1,0,1,0,1,2,0,0.256,MODERATE,0.25,36,0.0,0.0,0.5385,0.4722,"[0.407, 0.0, 0.593]","[0.8102, 0.014, 0.1759]","[0.7094, 0.0105, 0.2802]",0.7094
23019,RT @ vijayrpandey Modiji your time is up The time for change has come now Congress ka hath Garibon ke sath # AbHogaNYAY @ INCIndia ht â€¦,0,positive,2,neutral,0,2,0,2,0,2,0,0.2702,MODERATE,0.25,29,0.0,0.0,0.7857,0.1724,"[0.0, 0.0, 1.0]","[0.3714, 0.0945, 0.5341]","[0.2785, 0.0709, 0.6506]",0.6506
31065,@ engr _ electr1cal @ Nomi _ Xhah Bahg teri maa da fudda,1,negative,1,negative,1,1,1,1,1,2,0,0.1238,LOW,0.02,14,0.0,0.0,0.2222,0.2857,"[0.0, 0.0, 1.0]","[0.0367, 0.8906, 0.0727]","[0.0359, 0.8728, 0.0912]",0.8728
8838,@ mahwashajaz _ 16th June . I am expecting it to be a good match . Jab doh bhai ladte hain toh pura mohalla maze leta hai types ðŸ‘ðŸ¼ðŸ˜‰,0,positive,2,neutral,0,2,0,2,0,2,0,0.232,MODERATE,0.25,37,0.0,0.0,0.6111,0.2432,"[0.116, 0.0, 0.884]","[0.2369, 0.1009, 0.6622]","[0.2067, 0.0757, 0.7176]",0.7176
9369,RT @ PuriVirender AUM Hariom Tat Sat Jai Sri Ram Jai Sri Krishna Har Har Mahadev Jai Bajrang Bali Jai Mata Di Jai Mahavira Namah Budham Sha â€¦,2,neutral,0,positive,0,0,0,0,0,2,1,0.1867,LOW,0.02,30,0.0,0.0,0.5556,0.1,"[0.0, 0.0, 1.0]","[0.6686, 0.0259, 0.3055]","[0.6552, 0.0254, 0.3194]",0.6552
14746,RT @ Jessi _ Rihanna @ mindphlux I muted you . It felt so fucking hot ) with just one little *** click *** you â€™ ll never ever have an impact on â€¦,1,negative,2,neutral,0,0,0,0,0,2,0,0.2504,MODERATE,0.25,42,0.0238,0.1429,0.4737,0.3333,"[0.0, 0.0, 1.0]","[0.5594, 0.0278, 0.4128]","[0.4196, 0.0208, 0.5596]",0.5596
31591,@ ppbajpai Chacha ji sayad apko pta ni hum to bjp ke koi v post pr nahi hai or Na hi us party k sadsya hai fir humne â€¦ https // t co / IIQb5RRD4I,2,neutral,2,neutral,1,2,1,2,1,2,1,0.2676,MODERATE,0.25,39,0.0,0.0,0.7895,0.1538,"[0.085, 0.0, 0.915]","[0.1293, 0.3115, 0.5592]","[0.1182, 0.2336, 0.6482]",0.6482
14478,RT @ Ekta _ Kanda @ Gurmeetramrahim Pitaji Bless us to be a perfect couple who always love and respect each other & do more & more sewa sim â€¦,0,positive,0,positive,1,0,1,0,1,2,0,0.1543,LOW,0.02,32,0.0,0.0,0.3684,0.2188,"[0.408, 0.0, 0.592]","[0.9238, 0.0138, 0.0624]","[0.9134, 0.0136, 0.073]",0.9134
20945,koi hai jo mujhe ye bata de ki Twitter se phone mein kaise download kiya jata hai ek video mujhe download karna hai â€¦ https // t co / qvlVLn6ogg,2,neutral,2,neutral,1,2,1,2,1,2,1,0.1385,LOW,0.02,34,0.0,0.0,0.3636,0.1471,"[0.0, 0.0, 1.0]","[0.0918, 0.1295, 0.7787]","[0.09, 0.1269, 0.7831]",0.7831
19918,# CWC19 Pakistan ki team ne aaj phir dil tod k rakh diya hamara itna bura match lose kr ge koi fight to ki hoti halk â€¦ https // t . co / jDBusYaYYP,1,negative,2,neutral,0,2,0,2,0,2,0,0.2168,MODERATE,0.25,38,0.0,0.0,0.6,0.1842,"[0.0, 0.164, 0.836]","[0.1476, 0.3075, 0.5449]","[0.1107, 0.2716, 0.6177]",0.6177
12973,RT @ GetYourTipsOut We're giving away a pair of Grandstand Enclosure tickets to # InvestecDerby Day ! ðŸŽŸ For your chance to win âœ… Follo â€¦,2,neutral,2,neutral,1,2,1,2,1,2,1,0.2214,MODERATE,0.25,29,0.0,0.0,0.6,0.2069,"[0.309, 0.0, 0.691]","[0.2107, 0.0276, 0.7617]","[0.2353, 0.0207, 0.744]",0.744
11692,Virodhi Ab khooni # Dhamki de rahe he Virodhio ka Na Loktantra me Visvash hi nahi he Ye Gunda party ke Log Hame â€¦ https // t co / Ax0BNZXoY8,1,negative,2,neutral,0,1,1,1,1,2,0,0.2614,MODERATE,0.25,33,0.0,0.0,0.75,0.1818,"[0.094, 0.0, 0.906]","[0.0887, 0.4885, 0.4228]","[0.09, 0.3664, 0.5436]",0.5436
35191,@ sharifbhilaigm1 @ Anirudd77602157 @ AbbaTere @ bauaa30 @ Raghuva68687316 @ BhootSantosh Teri biwi ka bhosra,1,negative,1,negative,1,1,1,1,1,2,0,0.0945,LOW,0.02,22,0.0,0.0,0.1333,0.2727,"[0.0, 0.0, 1.0]","[0.0388, 0.8898, 0.0714]","[0.0381, 0.872, 0.0899]",0.872
3530,Wishing you a New Month that is Sparking with Â  Fun Â  and Masti Bursting with Joy and Love and Overflowing Blessing . Th â€¦ https // t . co / 2ig4KiAbKc,0,positive,0,positive,1,0,1,0,1,2,0,0.1543,LOW,0.02,35,0.0,0.0,0.381,0.2,"[0.451, 0.0, 0.549]","[0.8983, 0.0101, 0.0917]","[0.8893, 0.0099, 0.1008]",0.8893
3838,RT @ Devendra _ YAadav @ SunilTitota @ RiaRevealed @ PMOIndia Nhi Yehi toh BJP ke superstar pracharak h Jinhone apna kartavy sahi nibhaya umme â€¦,0,positive,2,neutral,0,2,0,2,0,2,0,0.0643,LOW,0.02,28,0.0,0.0,0.0476,0.25,"[0.0, 0.0, 1.0]","[0.371, 0.1152, 0.5138]","[0.3636, 0.1129, 0.5236]",0.5236
37690,@ iramizraja 1992 wc main pakistan nain phele match Windies se hara tha 10 wicket se us ka bad se pakistan champion bana,2,neutral,2,neutral,1,1,0,1,0,2,1,0.2395,MODERATE,0.25,23,0.0,0.0,0.7692,0.0435,"[0.142, 0.128, 0.73]","[0.1074, 0.5079, 0.3847]","[0.116, 0.4129, 0.471]",0.471
16165,@ madhukishwar @ ndtv My mother was shocked when I switched to NDTV then I said thoda Enke sakal b dekhne do ðŸ˜ðŸ˜,2,neutral,2,neutral,1,2,1,2,1,2,1,0.2736,MODERATE,0.25,28,0.0,0.0,0.7692,0.2143,"[0.0, 0.119, 0.881]","[0.0926, 0.2726, 0.6348]","[0.0694, 0.2342, 0.6964]",0.6964
34606,@ ziddy _ zoya _ Beti dil khush kar liya apna but ayga modi hi 312 seat ayngi dekh lena mein challenge kr rha hu Modi j â€¦ https // tco / GBPfsqRYjp,0,positive,2,neutral,0,2,0,2,0,2,0,0.1399,LOW,0.02,36,0.0,0.0,0.3182,0.2222,"[0.051, 0.0, 0.949]","[0.4139, 0.0395, 0.5466]","[0.4066, 0.0387, 0.5546]",0.5546
2741,@ kittu _ 25 Aam admi ke achhe din dekhne ke liye Surat aur Barabanki Jana hoga AC rooms aur Twitter pe kewal bhram â€¦ https // t co / fcH8xIzGP3,0,positive,2,neutral,0,2,0,2,0,2,0,0.1355,LOW,0.02,35,0.0,0.0,0.3182,0.2,"[0.0, 0.0, 1.0]","[0.1443, 0.1859, 0.6697]","[0.1415, 0.1822, 0.6763]",0.6763
3652,@ raj _ sharma444 Sabse base chor to vehi the . Unkebad yeto chhote chor hai congress ka dna hi Chor gaddar deshdirohi hai,1,negative,1,negative,1,1,1,1,1,2,0,0.1852,LOW,0.02,25,0.0,0.12,0.4375,0.12,"[0.0, 0.0, 1.0]","[0.0431, 0.8355, 0.1213]","[0.0423, 0.8188, 0.1389]",0.8188
19960,@ SpVandhidevan4 @ Rajesh2T Hoep you have a good days ahead at last I say we don't want to impose hindi on you we are â€¦ https // t . co / ZDlTgS7KIk,0,positive,0,positive,1,0,1,0,1,2,0,0.1774,LOW,0.02,39,0.0,0.0,0.4545,0.2051,"[0.165, 0.042, 0.793]","[0.7159, 0.0272, 0.2569]","[0.7049, 0.0275, 0.2676]",0.7049
26547,@ ZaidZamanHamid Pakistan k tau InshaAllah koi tukre nahi ker sakta lekin Pakistan k liay Itny gandi zaban use kerne â€¦ https // t co / PXhzkZlupX,1,negative,1,negative,1,1,1,1,1,2,0,0.1567,LOW,0.02,30,0.0,0.0,0.3889,0.2,"[0.0, 0.0, 1.0]","[0.0766, 0.712, 0.2114]","[0.0751, 0.6978, 0.2271]",0.6978
8169,@ narendramodi Modi ji great real dynamic leader vikash purush roozgar branded reservation imander saab niyat majboo â€¦ https // t . co / OGwLqY4f2V,0,positive,0,positive,1,0,1,0,1,2,0,0.2083,MODERATE,0.25,29,0.0,0.0,0.5333,0.2414,"[0.261, 0.0, 0.739]","[0.831, 0.0192, 0.1499]","[0.6885, 0.0144, 0.2972]",0.6885
31616,@ ashoswai @ aapvin Are O kutte ki aulaad haramjade ye training bahut jaruri hai Desh ki raksha Dharam ki raksha ke â€¦ https // t . co / YzRWxWfXSP,1,negative,1,negative,1,1,1,1,1,2,0,0.103,LOW,0.02,33,0.0,0.0,0.1818,0.2424,"[0.0, 0.0, 1.0]","[0.0347, 0.9107, 0.0546]","[0.034, 0.8925, 0.0735]",0.8925
40700,@ javedlatifmna @ mansoor _ zaigham Aahaaa Rahim bhi razi rahy aur Ram bhi naraz na hu excellent policy Wah ji wah Kia baat hay,0,positive,0,positive,1,0,1,0,1,2,0,0.2469,MODERATE,0.25,25,0.0,0.12,0.6429,0.12,"[0.1329, 0.1508, 0.7163]","[0.67, 0.0671, 0.2629]","[0.5357, 0.088, 0.3762]",0.5357
12691,@ siddiquiamana @ parvezpathon1 Abhi to ye namune nikalte rahege dekhte jao siksa rojgari ki bat karte nhi h haram khor dalli media jo bethi h,1,negative,1,negative,1,1,1,1,1,2,0,0.1048,LOW,0.02,27,0.0,0.0,0.3,0.0741,"[0.0, 0.0, 1.0]","[0.0293, 0.9058, 0.0649]","[0.0287, 0.8877, 0.0836]",0.8877
21148,@ VHS _ Sharma @ Shweta2482 @ I _ am _ superbb @ ANI @ Swamy39 Bhai vajpayee ka zamaana alag ta vajpayee ji toh modi ko bhi ha â€¦ https // t . co / cdLXGiic0n,0,positive,2,neutral,0,2,0,2,0,2,0,0.2151,MODERATE,0.25,43,0.0,0.0,0.5,0.3256,"[0.091, 0.0, 0.909]","[0.4152, 0.0803, 0.5045]","[0.3342, 0.0602, 0.6056]",0.6056
11064,Shaadiyon mein chaat toh bahut khaaya hoga par kabhi Dahi Gujiya Chaat khaaya hai ? Dekhiye @ mchefajaychopra ko ban â€¦ https // t . co / 2UYJshU9vN,2,neutral,2,neutral,1,2,1,2,1,2,1,0.1306,LOW,0.02,31,0.0,0.0,0.2632,0.2581,"[0.0, 0.141, 0.859]","[0.0994, 0.174, 0.7266]","[0.0974, 0.1733, 0.7293]",0.7293
7442,Allama Khadim Hussain Rizvi | Aj Juma Tul Mubarak Ka Khoosorat Clip 24 M ... https // t . co / MKjnOv8RT1 via @ YouTube,0,positive,2,neutral,0,2,0,2,0,2,0,0.1734,LOW,0.02,27,0.0,0.1111,0.3125,0.2593,"[0.0, 0.0, 1.0]","[0.3526, 0.1022, 0.5451]","[0.3456, 0.1002, 0.5542]",0.5542
34836,@ 8passcharlie _ My friend be like ab ja rhi ho qatar toh wapsi pe Petrol wahn se leti anaa yahn halat kharab ho rhe ðŸ˜‚ðŸ˜‚,2,neutral,2,neutral,1,2,1,2,1,2,1,0.214,MODERATE,0.25,32,0.0,0.0,0.5882,0.1875,"[0.206, 0.0, 0.794]","[0.1111, 0.3802, 0.5086]","[0.1349, 0.2852, 0.58]",0.58
22116,@ Natz _ Slays Ulta ho rha hai bcz aaj kal tum mental ho gyi ho ðŸ˜‚ðŸ˜‚ðŸ˜‚ But kal panauti lg gya tha SA ka,2,neutral,1,negative,0,1,0,1,0,2,1,0.1818,LOW,0.02,33,0.0,0.0,0.4444,0.2424,"[0.0, 0.0, 1.0]","[0.087, 0.4797, 0.4333]","[0.0853, 0.4702, 0.4446]",0.4702
12719,@ pixidream _ Hahah chalo sahi not pushing it relax junior ðŸ˜„,2,neutral,2,neutral,1,2,1,2,1,2,1,0.3071,MODERATE,0.25,14,0.0,0.0,0.8333,0.2857,"[0.0, 0.211, 0.789]","[0.3591, 0.0255, 0.6154]","[0.2693, 0.0719, 0.6588]",0.6588
36073,@ yadavakhilesh good morning bhiya ji have a nice day,0,positive,0,positive,1,0,1,0,1,2,0,0.095,LOW,0.02,10,0.0,0.0,0.25,0.1,"[0.487, 0.0, 0.513]","[0.8536, 0.0127, 0.1337]","[0.8463, 0.0125, 0.1413]",0.8463
11097,RT @ Bloodytruth _ @ jameelyusuf @ TarekFatah @ rushrk1 It's better people are aware rather than feeling blessed in ignorance .... Such things a â€¦,2,neutral,2,neutral,1,2,1,2,1,2,1,0.2973,MODERATE,0.25,29,0.0,0.1379,0.6923,0.2759,"[0.31, 0.093, 0.597]","[0.1768, 0.221, 0.6022]","[0.2101, 0.189, 0.6009]",0.6009
21380,@ ZEE5helps mine is also not working !!!!!!!!! kya ghatia service hai . sala april se yahi scene hai kya !!!! chutia kta lia tumhe paise de ke,1,negative,1,negative,1,1,1,1,1,2,0,0.367,MODERATE,0.25,33,0.0,0.3939,0.7333,0.2424,"[0.0, 0.0, 1.0]","[0.0336, 0.8668, 0.0996]","[0.0252, 0.6501, 0.3247]",0.6501
11721,RT @ x _ father _ Kal Ka match dekhne ke bad dil kar raha hai agle match ki commentary khadim Hussain rizvi se karwai jae ðŸ’ž,2,neutral,2,neutral,1,2,1,2,1,2,1,0.1609,LOW,0.02,29,0.0,0.0,0.4444,0.1379,"[0.0, 0.137, 0.863]","[0.1919, 0.1526, 0.6555]","[0.1881, 0.1523, 0.6596]",0.6596
41996,@ VikashPreetam @ BDUTT Cheater of india shame on u jhoot ke raaste ka samai jiyada derr nahi chalte evm hacker,1,negative,1,negative,1,1,1,1,1,2,0,0.219,MODERATE,0.25,21,0.0,0.0,0.6667,0.0952,"[0.0, 0.292, 0.708]","[0.0506, 0.8482, 0.1012]","[0.038, 0.7091, 0.2529]",0.7091
23240,@ abinashbarman4U @ KapilSharmaK9 @ BeingSalmanKhan @ SonyTV @ WhoSunilGrover Us ghatiya aur gaddar ki ab koi zaroorat nahi ðŸ‘ŽðŸ‘Ž,1,negative,1,negative,1,1,1,1,1,2,0,0.1068,LOW,0.02,26,0.0,0.0,0.1765,0.2692,"[0.0, 0.0, 1.0]","[0.065, 0.7314, 0.2036]","[0.0637, 0.7168, 0.2195]",0.7168
4146,Zahar lagty han mjy wo log jo sidhi bat nai khty or bat ko ghumaty rahty han like man what the fuck u actually want ðŸ˜¤ðŸ˜¤ðŸ˜¤,1,negative,1,negative,1,1,1,1,1,2,0,0.279,MODERATE,0.25,34,0.0,0.0,0.8125,0.1765,"[0.13, 0.119, 0.751]","[0.0428, 0.8061, 0.151]","[0.0646, 0.6344, 0.301]",0.6344
10336,OH MY GOD !!!! This channel is so good in promoting shows . Hats off to this amazing way of portrayal of Aladdin's st â€¦ https // t . co / SHrunybWxL,0,positive,0,positive,1,0,1,0,1,2,0,0.2011,MODERATE,0.25,37,0.0,0.1081,0.4,0.2703,"[0.385, 0.0, 0.615]","[0.9001, 0.0127, 0.0872]","[0.7713, 0.0095, 0.2191]",0.7713
22171,RT @ sardesairajdeep Modi New Cabinet .. best news a new jal shakti ministry an idea whose time has come .. worst news ? well just cant get â€¦,0,positive,1,negative,0,1,0,1,0,2,0,0.1287,LOW,0.02,31,0.0,0.0,0.3,0.1935,"[0.1888, 0.1229, 0.6883]","[0.0751, 0.6716, 0.2533]","[0.0774, 0.6606, 0.262]",0.6606
35220,@ narendramodi I am really happy for PM kishan yojna facility . This facility is going to really needy person . Those â€¦ https // t . co / QjSvQXrVlK,0,positive,0,positive,1,0,1,0,1,2,0,0.1957,LOW,0.02,33,0.0,0.0,0.4706,0.2727,"[0.144, 0.097, 0.759]","[0.8055, 0.0174, 0.1771]","[0.7922, 0.019, 0.1888]",0.7922
16832,# TujheKitnaChahneLage . . Iss Gaane me jo @ Mithoon11 Sir ki à¤®à¥‡à¤¹à¤¨à¤¤ hai wo à¤°à¤‚à¤— layi ðŸ˜Š . .. Thank you Sir for the such a lovely song ðŸ™,0,positive,0,positive,1,0,1,0,1,2,0,0.2455,MODERATE,0.25,55,0.0364,0.0,0.5455,0.3636,"[0.223, 0.0, 0.777]","[0.7967, 0.0159, 0.1874]","[0.6533, 0.0119, 0.3348]",0.6533
42192,RT @ epatrakaar Arjun Ram Meghwal BJP I thank the PM & Amit Shah ji for showing trust in me I thank them on behalf of the people of Bika â€¦,0,positive,0,positive,1,0,1,0,1,2,0,0.1333,LOW,0.02,33,0.0,0.0,0.3636,0.1212,"[0.257, 0.0, 0.743]","[0.8688, 0.0158, 0.1154]","[0.8566, 0.0155, 0.1279]",0.8566
24021,SIR ji present ke sath future per v thora dhyan do sir ji education system ko drastically change ki jturat hai M â€¦ https // t co / lNuETW3UXh,0,positive,2,neutral,0,2,0,2,0,2,0,0.2421,MODERATE,0.25,33,0.0,0.0,0.7059,0.1515,"[0.0, 0.0, 1.0]","[0.4628, 0.0358, 0.5014]","[0.3471, 0.0268, 0.6261]",0.6261
3589,@ narendramodi Congratulations Sir on behalf on India and Jan Samasya Mela - Bharat on Oath Ceremony as PM India for â€¦ https // t co / 952ts5CIRF,0,positive,0,positive,1,0,1,0,1,2,0,0.2139,MODERATE,0.25,31,0.0,0.0,0.5625,0.2258,"[0.145, 0.0, 0.855]","[0.8397, 0.0177, 0.1426]","[0.666, 0.0133, 0.3207]",0.666
4921,@ Strikingsword16 @ OmeirK @ schaheid That's not even close to the point I am making . I dont care if he is guilty or n â€¦ https // t . co / bGnlW1VViJ,2,neutral,2,neutral,1,2,1,2,1,2,1,0.2013,MODERATE,0.25,39,0.0,0.0,0.5,0.2564,"[0.0, 0.198, 0.802]","[0.0775, 0.3858, 0.5368]","[0.0581, 0.3388, 0.6031]",0.6031
35642,@ tripu95 @ Rahul _ Agarwal90 @ Shraddh64712686 Nehru ke naam pe chutiyapa Karne ki zarorat mujhe Nahi hai tum Gulamo ko â€¦ https // t co / mAXeVRBakY,1,negative,1,negative,1,1,1,1,1,2,0,0.1318,LOW,0.02,36,0.0,0.0,0.2727,0.25,"[0.0, 0.0, 1.0]","[0.0344, 0.8793, 0.0863]","[0.0337, 0.8617, 0.1046]",0.8617
21460,Jab ham do mitra ya samuh milakar ek hote hai to dil se ek hona chahiye jab tak ek rahe tab tak nischit roop se ham â€¦ https // t . co / xnuiXxssz1,0,positive,2,neutral,0,2,0,2,0,2,0,0.203,MODERATE,0.25,38,0.0,0.0,0.5714,0.1579,"[0.0, 0.0, 1.0]","[0.3776, 0.06, 0.5624]","[0.2832, 0.045, 0.6718]",0.6718
20472,Did y â€™ all know Marvin Gaye just dropped a new album ? Well now you do .,2,neutral,2,neutral,1,2,1,2,1,2,1,0.1068,LOW,0.02,20,0.05,0.0,0.2143,0.15,"[0.139, 0.0, 0.861]","[0.0792, 0.0695, 0.8513]","[0.0804, 0.0681, 0.8515]",0.8515
2495,RT @ jeonggukpics Here is loving Jungkook casually checking the â€œ Center of His Love for ARMYs â€. Don â€™ t cha worry it won â€™ t run away & ARMY â€¦,0,positive,0,positive,1,0,1,0,1,2,0,0.2153,MODERATE,0.25,43,0.0465,0.0,0.5238,0.2326,"[0.3427, 0.0739, 0.5834]","[0.8367, 0.013, 0.1503]","[0.7132, 0.0282, 0.2586]",0.7132
10784,@ AnsarAAbbasi Sir is msg main agr pm sab ko mention kia jay to msg jald ponch jay ga un tak,2,neutral,2,neutral,1,2,1,2,1,2,1,0.2345,MODERATE,0.25,21,0.0,0.0,0.75,0.0476,"[0.0, 0.181, 0.819]","[0.1106, 0.0887, 0.8008]","[0.0829, 0.1117, 0.8053]",0.8053
37948,@ anjanaomkashyap mem aapne kabhi sarkar se poocha ke 2 cror rojgar ka kya hua ? kya apne kabhi sarkar se badhti meh â€¦ https // t . co / CY9wmQmGR2,2,neutral,2,neutral,1,2,1,2,1,2,1,0.1521,LOW,0.02,34,0.0,0.0,0.35,0.2353,"[0.0, 0.051, 0.949]","[0.1372, 0.0754, 0.7874]","[0.1344, 0.0749, 0.7906]",0.7906
42418,RT @ pcsarangi Thank you @ girirajsinghbjp ji https // t . co / FsKm0PSLdJ,2,neutral,0,positive,0,0,0,0,0,2,1,0.2206,MODERATE,0.25,17,0.0,0.0,0.5,0.3529,"[0.217, 0.0, 0.783]","[0.8594, 0.0129, 0.1277]","[0.6988, 0.0097, 0.2915]",0.6988
5124,@ Sonalathnikar This is so â€˜ hatke â€™. Thanks for sharing @ Sonalathnikar,0,positive,2,neutral,0,2,0,2,0,2,0,0.2948,MODERATE,0.25,18,0.0556,0.0,0.7143,0.3333,"[0.388, 0.0, 0.612]","[0.189, 0.0267, 0.7842]","[0.2388, 0.02, 0.7412]",0.7412
1496,@ umair __ 56 @ seebi17 Exactly Hyr aik din my bhiii sudhr jaoon GI InshaAllah ðŸ˜‚ðŸ˜â¤ðŸ™,0,positive,2,neutral,0,2,0,2,0,2,0,0.1834,LOW,0.02,29,0.0345,0.1034,0.2667,0.3448,"[0.0, 0.0, 1.0]","[0.2801, 0.0293, 0.6906]","[0.2745, 0.0287, 0.6968]",0.6968
31569,RT @ Abhilas53855547 @ sushmam98354169 @ OfficeOfKNath Sighra hi appsc ki janch ho aur tatkal atithi vidwano ko niymit kiya jaye,2,neutral,2,neutral,1,2,1,2,1,2,1,0.099,LOW,0.02,25,0.0,0.12,0.15,0.12,"[0.0, 0.0, 1.0]","[0.1394, 0.2368, 0.6238]","[0.1366, 0.2321, 0.6313]",0.6313
15586,@ Abs _ in @ sagarikaghose Sir don't just lick news without fact check . The worst part in democracy is that people ar â€¦ https // t . co / SAV0VcmUXh,1,negative,1,negative,1,1,1,1,1,2,0,0.1819,LOW,0.02,36,0.0,0.0,0.4211,0.2778,"[0.0, 0.146, 0.854]","[0.0577, 0.7843, 0.158]","[0.0565, 0.7715, 0.172]",0.7715
35724,RT @ 85katli @ METROFMSA @ DeMthudaSA @ DJFreshSA @ AngieKhumalo @ RelebogileM Yho Yho Yho YHO YHO MAMA YHOOOOOOOO ... weekend is that you dah ? ht â€¦,2,neutral,2,neutral,1,2,1,2,1,2,1,0.2415,MODERATE,0.25,31,0.0,0.3548,0.2941,0.3226,"[0.0, 0.0, 1.0]","[0.1153, 0.0284, 0.8563]","[0.0865, 0.0213, 0.8922]",0.8922
37841,@ rssurjewala @ INCIndia Prakash Saini ye news channel wale dalle debate hi congress ke pravaktawon ko beijjat karne â€¦ https // t co / aqnza4NFjb,2,neutral,1,negative,0,1,0,1,0,2,1,0.2267,MODERATE,0.25,30,0.0,0.0,0.6,0.2333,"[0.0, 0.0, 1.0]","[0.0665, 0.6829, 0.2506]","[0.0499, 0.5122, 0.4379]",0.5122
11323,t me my nbr 8360925392 my wastapp nbr 9855227336 plz sir one call plz sir app ki vajha se meri zindagi ban jayegi a â€¦ https // t . co / XRN4E91MRG,0,positive,2,neutral,0,2,0,2,0,2,0,0.2228,MODERATE,0.25,36,0.0,0.0,0.6316,0.1667,"[0.086, 0.119, 0.795]","[0.2684, 0.0187, 0.7129]","[0.2228, 0.0438, 0.7334]",0.7334
35046,Speechless numbed excited !! Kya baat hai Khurrana saab Honestly it surpasses all expectations Really looking â€¦ https // t co / ZKv4ab6wTB,0,positive,0,positive,1,0,1,0,1,2,0,0.2214,MODERATE,0.25,28,0.0,0.0,0.5714,0.25,"[0.2312, 0.0731, 0.6957]","[0.711, 0.0169, 0.2721]","[0.5911, 0.0309, 0.378]",0.5911
29949,[ real life events ] Not me â€˜ I â€™ m having a good hair day Sau quick take a picture so I can send it to my husband â€™ Me â€¦ https // t . co / cBUpEgl99V,0,positive,2,neutral,0,2,0,2,0,2,0,0.1912,LOW,0.02,49,0.0408,0.0,0.44,0.2449,"[0.094, 0.0, 0.906]","[0.3136, 0.0218, 0.6646]","[0.3092, 0.0214, 0.6694]",0.6694
31339,@ Glad _ Mind Bangladash ki threat danay walay bilo or Mrs Safder ka bhi dam nikal giya ho ga,1,negative,1,negative,1,1,1,1,1,2,0,0.2382,MODERATE,0.25,20,0.0,0.0,0.7273,0.1,"[0.134, 0.152, 0.714]","[0.0654, 0.5922, 0.3424]","[0.0825, 0.4822, 0.4353]",0.4822
10770,@ officiald2h kya krre ho bc tum log 10 din ho gye par abtk kuch ni mc sab Chor h sale,1,negative,1,negative,1,1,1,1,1,2,0,0.2591,MODERATE,0.25,22,0.0,0.0,0.8333,0.0455,"[0.0, 0.0, 1.0]","[0.0333, 0.8721, 0.0946]","[0.025, 0.6541, 0.3209]",0.6541
6332,@ ashoswai @ IndiaToday kamal ki choice hain .. chun ke heere moti laye hain . Fake degrees criminal records extremist â€¦ https // t . co / Z6BRIXZBho,2,neutral,1,negative,0,1,0,1,0,2,1,0.1684,LOW,0.02,32,0.0,0.0,0.3529,0.3125,"[0.0, 0.236, 0.764]","[0.039, 0.8526, 0.1084]","[0.0382, 0.8403, 0.1215]",0.8403
33860,@ ANI Yeh gormint bikchuki hai ! Saab Ka dhyan bhatka raha hai unemployment ka data jo aagaya nsso ka . worst in 45 years who is to blame,1,negative,1,negative,1,1,1,1,1,2,0,0.2993,MODERATE,0.25,29,0.0,0.0,0.9286,0.1034,"[0.0, 0.296, 0.704]","[0.0696, 0.78, 0.1504]","[0.0522, 0.659, 0.2888]",0.659
